uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
nowel,Andy Nowel,faculty,Senior Lecturer,,Poole College of Management,Economics,Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgmarti3,Ryan Martin,faculty,Professor,,College of Sciences,Statistics,Statistics,79,52,0,2,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0
klmarti3,Katie Martin,faculty,Assoc Professor,https://orcid.org/0000-0001-6020-9250,College of Natural Resources,Forestry and Environmental Resources,Center for Geospatial Analytics; Forestry and Environmental Resources; Coastal Resilience and Sustainability Initiative,32,13,0,1,6,0,0,9,0,0,1,0,5,0,11,11,5,0,0
kemckee,Katherine McKee,faculty,Assoc Professor,https://orcid.org/0000-0001-7493-7769,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences; KIETS Climate Leaders Program; Global One Health Academy,16,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
bmaults,Bevin Maultsby,faculty,Teaching Professor,https://orcid.org/0000-0002-4576-8940,College of Sciences,Mathematics,Mathematics,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jomckeow,Julia McKeown,faculty,Associate Professor,https://orcid.org/0000-0003-4472-3449,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsmurr,Natalie Murr,faculty,Assoc Clinical Professor,,College of Humanities and Social Sciences,Psychology,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dgmonek,Dan Monek,faculty,Associate Vice Provost for Academic Personnel and Policy,https://orcid.org/0009-0004-1198-6271,NC State Administration and Offices,Office of Faculty Excellence,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbmckenn,Gregory McKenna,faculty,Research Professor,,College of Engineering,Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering,18,5,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
mpmarti7,Meredith Martin,faculty,Asst Professor,https://orcid.org/0000-0001-5583-3390,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources,18,7,4,4,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0
ajmanion,Andrew Manion,faculty,Asst Professor,,College of Sciences,Mathematics,Mathematics,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmaraff,Topher Maraffi,faculty,Asst Professor,,College of Design,"Media Arts, Design and Technology","Media Arts, Design and Technology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sklambet,Stephanie Mathews,faculty,Asst Teaching Professor,https://orcid.org/0000-0001-5909-2024,College of Sciences,Biological Sciences,Biological Sciences; Global One Health Academy,56,15,0,0,1,2,0,5,1,0,0,0,0,1,1,0,2,0,0
amishr25,Aura Mishra,faculty,Asst Professor,https://orcid.org/0000-0001-8083-714X,College of Humanities and Social Sciences,Psychology,Psychology; Global One Health Academy,20,9,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
jpmather,Jacob Matherne,faculty,Asst Professor,https://orcid.org/0000-0002-6187-9771,College of Sciences,Mathematics,Mathematics,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ldmcquee,LaTanya McQueen,faculty,Asst Professor,https://orcid.org/0009-0002-6047-0576,College of Humanities and Social Sciences,English,English,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osmalgon,Onkar Malgonde,faculty,Asst Professor,,Poole College of Management,"Information Technology, Analytics, & Operations","Information Technology, Analytics, & Operations",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmmcgui3,Keon McGuire,faculty,Assoc Professor,,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kemahony,Kristen Mahony-Atallah,faculty,Asst Professor,https://orcid.org/0000-0002-8748-5535,College of Humanities and Social Sciences,Psychology,Psychology,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esmeyer2,Elijah Meyer,faculty,Asst Teaching Professor,https://orcid.org/0000-0002-1844-6233,College of Sciences,Statistics,Statistics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anmihnov,A  Nicole Mihnovets,faculty,Asst Teaching Professor,https://orcid.org/0000-0002-2148-1283,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memacdon,Margo MacDonald,faculty,Asst Teaching Professor,,College of Engineering,Biomedical Engineering,Biomedical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snmwangi,samuel Mwangi,faculty,Extension Specialist,https://orcid.org/0009-0001-1694-4503,College of Agriculture and Life Sciences,Prestage Department of Poultry Science,Prestage Department of Poultry Science,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
igmikhal,Irina Mikhalevich,faculty,Asst Professor,https://orcid.org/0000-0001-8134-1533,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjmorett,Mark Moretto,faculty,Asst Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdmathew,Justin Mathew,faculty,Assoc Teaching Professor,,University College,Music,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nmlavoin,Nathalie Lavoine,faculty,Assoc Professor,https://orcid.org/0000-0002-8259-4070,College of Natural Resources,Forest Biomaterials,Forest Biomaterials; Global One Health Academy,43,13,0,2,2,2,0,1,0,0,0,0,0,3,2,2,2,0,0
xliu68,Xiaojing Liu,faculty,Assoc Professor,,College of Agriculture and Life Sciences,Molecular and Structural Biochemistry,Molecular and Structural Biochemistry,23,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slarson,Sarah Larson,faculty,Assoc Professor,,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal Resilience and Sustainability Initiative; KIETS Climate Leaders Program",26,11,1,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,1
lclove,Lydia Love,faculty,Associate Clinical Professor,https://orcid.org/0009-0006-3100-5295,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences,26,4,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sleblan,Sharonda LeBlanc,faculty,Asst Professor,https://orcid.org/0000-0001-7776-4218,College of Sciences,Physics,Physics,13,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdlamber,Misty Lambert,faculty,"Associate Professor, Director of LEAP (Licensure in Education for Ag Professionals)",https://orcid.org/0000-0001-8880-385X,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences,125,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlupek,Megan Lupek,faculty,Assoc Teaching Professor,https://orcid.org/0000-0002-6895-691X,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources; College of Natural Resources Administration,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
jlee86,Jeong Dae Lee,faculty,Assistant Teaching Professor,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flaggne,Florian Laggner,faculty,Asst Professor,https://orcid.org/0000-0003-1601-2973,College of Engineering,Nuclear Engineering,Nuclear Engineering,92,70,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0
yliu322,Yuchen Liu,faculty,Asst Professor,https://orcid.org/0000-0001-7505-9718,College of Engineering,Computer Science,Computer Science; N.C. Plant Sciences Initiative,56,18,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0
xliu96,Xiaorui Liu,faculty,Asst Professor,https://orcid.org/0000-0001-8217-5688,College of Engineering,Computer Science,Computer Science,12,10,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0
jli256,Jiajia Li,faculty,Asst Professor,,College of Engineering,Computer Science,Computer Science,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ablehman,Amy Lehman,faculty,Asst Teaching Professor,https://orcid.org/0009-0002-9138-163X,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nmccart,Neil McCarthy,faculty,Asst Professor,https://orcid.org/0000-0001-6021-1369,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccmeisne,Colten Meisner,faculty,Asst Professor,https://orcid.org/0000-0001-7398-2269,College of Humanities and Social Sciences,Communication,Communication,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgbullar,Meredith Martinez,faculty,Asst Teaching Professor and Coordinator of Advising,https://orcid.org/0000-0003-2220-9887,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armoorh2,Andy Moorhead,faculty,Assoc Professor,https://orcid.org/0000-0002-6473-3743,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,54,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amallav,Aditi Mallavarapu,faculty,Asst Professor,https://orcid.org/0000-0002-2906-1478,College of Engineering,Computer Science,Computer Science; Global One Health Academy,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camckinn,Caroline McKinney-Aguirre,faculty,Asst Research Professor,https://orcid.org/0000-0003-3167-2558,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,68,11,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nrmamooz,Nadya Mamoozadeh,faculty,Asst Professor,https://orcid.org/0000-0003-1250-775X,College of Agriculture and Life Sciences,Applied Ecology,Applied Ecology,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajmcconn,Alexander McConnell,faculty,Asst Teaching Professor,https://orcid.org/0000-0002-0186-3954,College of Humanities and Social Sciences,History,History,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkfelder,Jennifer Marley,faculty,Assoc Teaching Professor,https://orcid.org/0000-0001-5234-0224,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnorgil,Dominykas Norgilas,faculty,Assistant Professor,,College of Sciences,Mathematics,Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjmenzie,Timothy Menzies,faculty,Professor,https://orcid.org/0000-0002-5040-3196,College of Engineering,Computer Science,Computer Science,173,105,0,0,8,2,0,0,0,0,1,0,1,0,0,0,0,0,0
mmuller2,Marie Muller,faculty,Professor,https://orcid.org/0000-0002-5662-0650,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering; Comparative Medicine Institute,52,33,0,0,34,0,13,0,0,0,0,0,0,0,0,0,0,0,0
aemcgill,Alicia McGill,faculty,"Associate Professor, History and Director of Self-Design, Interdisciplinary Studies",https://orcid.org/0009-0004-5186-1094,College of Humanities and Social Sciences,History,History,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
demcgill,Dru McGill,faculty,Asst Professor,,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aneilso,Andrew Neilson,faculty,Professor,https://orcid.org/0000-0001-5497-663X,College of Agriculture and Life Sciences,Kannapolis Research,Kannapolis Research,125,78,0,0,41,1,0,1,1,0,0,0,0,1,0,0,0,0,0
mbnsonwu,Maura Nsonwu,faculty,Professor,https://orcid.org/0000-0003-3756-3272,College of Humanities and Social Sciences,Social Work,Social Work,49,8,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,1,0
kenartke,Kate Nartker,faculty,Assoc Professor,https://orcid.org/0000-0002-1308-371X,Wilson College of Textiles,"Textile and Apparel, Technology and Management","Textile and Apparel, Technology and Management",7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asnocera,Amato Nocera,faculty,Asst Professor,,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
canobles,Currey Nobles,faculty,Lecturer,,College of Agriculture and Life Sciences,Animal Science,Animal Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mthuo,Martin Thuo,faculty,Professor,https://orcid.org/0000-0003-3448-8027,College of Engineering,Materials Science and Engineering,Materials Science and Engineering; Advanced Self Powered Systems of Sensors and Technologies Center,186,83,0,0,1,2,0,2,0,0,1,0,0,1,1,0,0,0,0
aptitus,Aaron Titus,faculty,Teaching Professor,https://orcid.org/0009-0000-5089-2682,College of Sciences,Physics,Physics,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kjtitus3,Kim Titus,faculty,Assoc Teaching Professor,,College of Engineering,Computer Science,Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rwthomps,Wayne Thompson,faculty,Professor of the Practice,,Poole College of Management,"Information Technology, Analytics, & Operations","Information Technology, Analytics, & Operations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smkiesel,Sharon Thorne,faculty,Asst Teaching Professor,,College of Engineering,Materials Science and Engineering,Materials Science and Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
athapa3,Anu Thapa,faculty,Asst Professor,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrunocic,Raymond Unocic,faculty,Assoc Professor,https://orcid.org/0000-0002-1777-8228,College of Engineering,Materials Science and Engineering,Materials Science and Engineering,217,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaunocic,Kinga Unocic,faculty,Assoc Professor,https://orcid.org/0000-0002-7911-4064,College of Engineering,Materials Science and Engineering,Materials Science and Engineering,172,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hawest,Harvey West II,faculty,"Ext. / Engagement Prof, Ind.",,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Materials Science and Engineering; Edward P. Fitts Department of Industrial & Systems Engineering; Edward P. Fitts Department of Industrial & Systems Engineering; Center for Additive Manufacturing and Logistics,19,6,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0
irweiss,Ira Weiss,faculty,Professor,,Poole College of Management,"Management, Innovation and Entrepreneurship","Management, Innovation and Entrepreneurship",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
