uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
tvyoung,Tamara Young,faculty,Assoc Professor,,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",12,2,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0
amaity,Arnab Maity,faculty,Professor,https://orcid.org/0000-0002-3364-8933,College of Sciences,Statistics,Statistics,80,52,0,1,54,0,1,0,0,0,0,0,2,0,1,0,0,0,0
rjhurley,Ryan Hurley,faculty,Assoc Professor,https://orcid.org/0009-0005-2611-9135,College of Humanities and Social Sciences,Communication,Communication,13,1,0,0,9,0,3,0,0,0,0,1,0,0,1,0,0,0,0
tcaner,Turanay Caner,faculty,Assoc Professor,https://orcid.org/0000-0003-1284-9725,Poole College of Management,"Management, Innovation and Entrepreneurship","Management, Innovation and Entrepreneurship",15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sfsotill,Samuel Sotillo,faculty,Senior Lecturer,https://orcid.org/0009-0006-8317-1113,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arbinder,Andrew Binder,faculty,Associate Professor,https://orcid.org/0000-0002-7080-7550,College of Humanities and Social Sciences,Communication,Communication; Communication Rhetoric and Digital Media; Genetic Engineering and Society; Communication; Center for Human Health and the Environment ; Communication; Genetic Engineering and Society Center,27,8,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0
sjcarrie,Sarah Carrier,faculty,Head,https://orcid.org/0000-0002-6902-812X,College of Education,Teacher Education and Learning Sciences,Teacher Education and Learning Sciences,63,11,1,10,3,28,0,1,0,0,0,0,3,10,11,10,10,0,0
cfrohli,Carla Frohlich,faculty,Professor,https://orcid.org/0000-0003-0191-2477,College of Sciences,Physics,Physics,104,52,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0
mastanko,Michael Stanko,faculty,Professor,,Poole College of Management,Marketing,Marketing,18,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0
wabauer,William Bauer,faculty,Assoc Teaching Professor,https://orcid.org/0000-0003-4860-2185,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,20,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bafloyd,Brian Floyd,faculty,Professor,https://orcid.org/0000-0002-1124-2764,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,158,14,0,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0
ana,Ana Gray,faculty,Senior Lecturer,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dgyu,Ginger Yu,faculty,Teaching Professor,,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
srporter,Stephen Porter,faculty,Professor,https://orcid.org/0000-0002-5474-5126,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",43,9,0,0,1,7,1,0,0,1,0,4,0,0,0,0,0,0,0
aybozkur,Alper Bozkurt,faculty,Professor & ASSIST Center Deputy Director,https://orcid.org/0000-0002-5538-262X,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering; Coastal Resilience and Sustainability Initiative; Advanced Self Powered Systems of Sensors and Technologies Center; N.C. Plant Sciences Initiative,125,47,1,3,57,0,0,0,1,0,0,0,3,0,2,1,1,0,0
ejakubi,Elena Jakubikova,faculty,Professor,https://orcid.org/0000-0001-7124-8300,College of Sciences,Chemistry,Chemistry,88,22,0,0,10,0,0,0,47,0,0,0,0,1,3,0,0,0,0
btoconno,Brendan O'Connor,faculty,Professor,https://orcid.org/0000-0002-8999-5184,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,87,39,0,3,14,0,0,0,51,0,0,0,0,0,4,1,1,0,0
pkolar,Praveen Kolar,faculty,Professor,,College of Agriculture and Life Sciences,Biological and Agricultural Engineering,Biological and Agricultural Engineering; Biological and Agricultural Engineering,54,18,0,6,4,0,0,17,12,0,0,0,0,16,9,0,6,0,0
jggayles,Joy Gayles,faculty,Head,,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",27,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
smlukic,Srdjan Lukic,faculty,Professor,https://orcid.org/0000-0002-5115-7521,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,213,16,0,0,2,0,0,0,56,0,0,0,7,0,3,0,0,0,0
tlstinso,Timothy Stinson,faculty,Assoc Professor,https://orcid.org/0000-0002-6120-4520,College of Humanities and Social Sciences,English,Communication Rhetoric and Digital Media; English,18,4,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0
lwwhite,Leonard White,faculty,Professor of the Practice,,College of Engineering,Future Renewable Electric Energy Delivery and Management Systems Center (The),Electrical and Computer Engineering; Future Renewable Electric Energy Delivery and Management Systems Center (The),4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
dbdoughe,Daniel Dougherty,faculty,Professor,https://orcid.org/0000-0002-5016-0913,College of Sciences,Physics,Physics,128,17,0,0,2,0,0,3,24,0,3,0,2,0,0,0,0,0,0
eaison,Elon Ison,faculty,Professor,https://orcid.org/0000-0002-2902-2671,College of Sciences,Chemistry,Chemistry,54,2,0,0,6,0,0,0,4,0,0,0,0,11,0,0,0,0,0
smlee4,Susanna Lee,faculty,Assoc Professor,https://orcid.org/0000-0001-7579-7315,College of Humanities and Social Sciences,History,History,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astaicu,Ana-Maria Staicu,faculty,Professor,https://orcid.org/0000-0002-7434-8726,College of Sciences,Statistics,Statistics,69,53,0,0,58,0,0,0,0,0,0,0,1,0,2,0,0,0,0
ddreisig,Dominic Reisig,faculty,Professor,https://orcid.org/0000-0002-9979-5813,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Genetic Engineering and Society; Coastal Resilience and Sustainability Initiative; Entomology and Plant Pathology; Genetic Engineering and Society Center; Global One Health Academy,209,116,0,128,4,0,0,0,0,0,0,0,0,0,76,1,73,0,0
jsstoneb,Jeffrey Stonebraker,faculty,Assoc Professor,https://orcid.org/0000-0002-2856-329X,Poole College of Management,"Information Technology, Analytics, & Operations","Management, Innovation and Entrepreneurship; Information Technology, Analytics, & Operations",83,11,0,0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0
sdfrank,Steven Frank,faculty,Professor,https://orcid.org/0000-0002-4185-2678,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Entomology and Plant Pathology; Genetics and Genomics Academy; Southeast Climate Adaptation Science Center; Global One Health Academy,72,32,0,41,8,0,0,0,0,0,0,0,2,0,53,4,63,0,0
kogan,Kemafor Ogan,faculty,Assoc Professor,https://orcid.org/0000-0002-9528-061X,College of Engineering,Computer Science,Computer Science,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hwsedero,Heike Inge Sederoff,faculty,Professor,https://orcid.org/0000-0002-0960-9678,College of Agriculture and Life Sciences,Plant and Microbial Biology,Synthetic and Systems Biology; Plant and Microbial Biology; Genetic Engineering and Society; Plant and Microbial Biology; Genetics and Genomics Academy; Plant and Microbial Biology; Genetic Engineering and Society Center; N.C. Plant Sciences Initiative,66,46,0,20,13,0,0,6,2,0,0,0,0,0,17,0,7,0,0
jdcoggbu,Jerrell Coggburn,faculty,Professor,https://orcid.org/0000-0002-7321-0872,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs],55,2,4,0,4,0,0,0,1,0,0,4,1,0,1,0,0,0,1
hshuang,Hsiao-Ying Shadow Huang,faculty,Associate Professor and Director of MS Non-Thesis Program,https://orcid.org/0000-0002-5647-7049,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering; Mechanical and Aerospace Engineering; Genetics and Genomics Academy; Comparative Medicine Institute; Global One Health Academy,81,30,0,0,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0
ragupta,Rachana Gupta,faculty,Teaching Professor,https://orcid.org/0000-0002-7247-3961,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,20,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
amanzon,Anna Manzoni,faculty,Professor,https://orcid.org/0000-0003-3264-177X,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,32,10,3,0,4,5,5,0,0,3,0,11,0,0,0,0,0,0,0
aschnet,Astrid Schnetzer,faculty,"Director, ​NC Center of Coastal Algae, People and Environment (NC C-CAPE)",https://orcid.org/0000-0003-2063-0635,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Coastal and Marine Sciences Program; Marine, Earth, and Atmospheric Sciences; Marine, Earth, and Atmospheric Sciences; Center for Human Health and the Environment ; Coastal Resilience and Sustainability Initiative; Southeast Climate Adaptation Science Center; Genetics and Genomics Academy",51,23,0,1,2,0,0,8,0,0,0,0,1,0,14,17,7,0,0
apgriesh,Andrew Grieshop,faculty,Professor,https://orcid.org/0000-0002-6470-9946,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Global One Health Academy",69,42,0,0,33,0,0,1,1,0,0,0,33,0,18,1,0,0,0
jkmattin,John Mattingly,faculty,Professor,https://orcid.org/0000-0003-4561-6995,College of Engineering,Nuclear Engineering,Nuclear Engineering,49,35,0,0,27,0,0,0,0,0,0,0,7,0,0,0,0,0,0
sksupak,Stacy Supak,faculty,Assoc Teaching Professor,https://orcid.org/0000-0001-5073-8271,College of Natural Resources,Center for Geospatial Analytics,"Parks, Recreation and Tourism Management; Center for Geospatial Analytics; Climate Change and Society",18,9,0,1,3,0,0,1,0,0,1,0,7,0,1,1,0,0,0
wyuan2,Wenqiao Yuan,faculty,Professor,https://orcid.org/0000-0002-0556-9269,College of Agriculture and Life Sciences,Biological and Agricultural Engineering,Biological and Agricultural Engineering; Biological and Agricultural Engineering; Coastal Resilience and Sustainability Initiative,83,21,0,7,16,0,0,21,16,0,0,0,0,15,7,1,6,0,0
jpwang,Jack Wang,faculty,Assoc Professor,https://orcid.org/0000-0002-5392-0076,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources; Forest Biomaterials; Forestry and Environmental Resources; Genetics and Genomics Academy; N.C. Plant Sciences Initiative; Forestry and Environmental Resources; Genetic Engineering and Society Center,56,42,0,4,6,0,0,0,6,0,0,0,0,6,4,0,0,0,0
lmclaug2,Levi McLaughlin,faculty,Professor,https://orcid.org/0000-0001-9590-0631,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,69,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skrish16,Srinivasan Krishnamurthy,faculty,Assoc Professor,https://orcid.org/0000-0001-7798-4819,Poole College of Management,Finance,Finance,17,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
whenck,William Enck,faculty,Professor,https://orcid.org/0000-0002-3043-8092,College of Engineering,Computer Science,Computer Science; Secure Computing Institute,139,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cjmattin,Carolyn Mattingly,faculty,Professor,https://orcid.org/0000-0002-2146-9436,College of Sciences,Biological Sciences,Biological Sciences; Center for Environmental and Health Effects of PFAS; Biological Sciences; Genetics and Genomics Academy; Biological Sciences; Toxicology Programs; Biological Sciences; Center for Human Health and the Environment ,70,58,0,1,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mdlorenz,Marce Lorenzen,faculty,Professor,https://orcid.org/0000-0003-2318-1388,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Genetic Engineering and Society; Entomology and Plant Pathology; Genetics and Genomics Academy; Genetic Engineering and Society Center,59,44,0,11,25,0,0,0,0,0,0,0,0,2,3,0,4,0,0
llparril,Lisa Chapman,faculty,"Professor, Director of Graduate Programs, Associate Department Head, TATM Department",,Wilson College of Textiles,"Textile and Apparel, Technology and Management","Textile and Apparel, Technology and Management",21,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
semusuli,Sarah Musulin,faculty,Assoc Clinical Professor,https://orcid.org/0000-0002-5420-0601,College of Veterinary Medicine,Clinical Sciences,College of Veterinary Medicine - General; Clinical Sciences,14,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zpantic,Zeljko Pantic,faculty,Assoc Professor,,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering; Coastal Resilience and Sustainability Initiative,37,3,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0
smenega,Stefano Menegatti,faculty,Professor,https://orcid.org/0000-0001-5633-434X,College of Engineering,Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering; Comparative Medicine Institute; Advanced Self Powered Systems of Sensors and Technologies Center,115,49,0,0,91,0,0,2,3,0,0,0,1,1,0,1,0,0,0
dmrieder,David Rieder,faculty,Professor,,College of Humanities and Social Sciences,English,English; Communication Rhetoric and Digital Media,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caphelps,Christin Phelps,faculty,Senior Lecturer,https://orcid.org/0000-0001-7483-3329,College of Humanities and Social Sciences,English,Communication Rhetoric and Digital Media; English,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tnaziz,Tarek Aziz,faculty,Assoc Professor,https://orcid.org/0000-0001-7294-8579,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",28,5,0,1,1,0,0,10,7,0,0,0,1,7,4,3,3,0,0
rblanger,Brian Langerhans,faculty,Professor,https://orcid.org/0000-0001-6864-2163,College of Sciences,Biological Sciences,Biological Sciences; Genetics and Genomics Academy,54,35,0,1,3,0,0,1,0,0,0,0,2,0,11,12,42,0,0
mgamcsi,Michael Gamcsik,faculty,Assoc Professor,,College of Engineering,Biomedical Engineering,Biomedical Engineering,22,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkpacifi,Krishna Pacifici,faculty,Assoc Professor,https://orcid.org/0000-0002-7518-7186,College of Natural Resources,Forestry and Environmental Resources,Biological Sciences; Center for Geospatial Analytics; Forestry and Environmental Resources; Southeast Climate Adaptation Science Center,86,43,0,0,6,0,0,0,1,0,1,0,3,0,26,40,42,2,0
lezanno,Lindsay Zanno,faculty,Unpaid Research Scholar,https://orcid.org/0000-0002-1654-1990,College of Sciences,Biological Sciences,Biological Sciences,87,50,0,0,0,0,0,0,0,0,0,0,0,0,6,3,53,0,0
cmwilli5,Cranos Williams,faculty,Professor,https://orcid.org/0000-0002-0477-9707,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering; Genetic Engineering and Society; Electrical and Computer Engineering; Genetics and Genomics Academy; Global One Health Academy; Electrical and Computer Engineering; Genetic Engineering and Society Center; Electrical and Computer Engineering; Science and Technologies for Phosphorus Sustainability Center; N.C. Plant Sciences Initiative; Bioinformatics Research Center,63,42,0,14,11,0,0,0,0,0,1,1,0,0,10,0,2,0,0
mecoope3,Matthew Cooper,faculty,Teaching Professor,https://orcid.org/0000-0003-1060-4628,College of Engineering,Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering,84,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mtknauer,Mark Knauer,faculty,Professor,,College of Agriculture and Life Sciences,Animal Science,Animal Science,41,18,0,0,3,0,0,0,1,0,0,0,0,0,10,0,0,0,0
dlgray2,DeLeon Gray,faculty,Assoc Professor,,College of Education,Teacher Education and Learning Sciences,Teacher Education and Learning Sciences; Education,26,8,0,0,2,8,0,0,0,0,0,11,0,0,0,0,0,0,0
mgilman,Mikhail Gilman,faculty,Assoc Research Professor,https://orcid.org/0000-0001-6970-627X,College of Sciences,Mathematics,Mathematics,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdswartz,Paul Swartz,faculty,Asst Research Professor,,College of Agriculture and Life Sciences,Molecular and Structural Biochemistry,"Molecular and Structural Biochemistry; Molecular Education, Technology and Research Innovation Center",27,15,0,1,18,0,0,0,3,0,0,0,0,3,1,0,0,0,0
smbennet,Sharon Joines,faculty,"Assoc/Asst Dean, Architecture",https://orcid.org/0000-0003-2462-7978,College of Design,College of Design Administration,Graphic Design & Industrial Design; College of Design Administration,33,5,0,0,11,1,0,0,1,0,3,0,1,0,1,0,0,0,0
rjmera,Robert Mera,faculty,Program Coordinator and Lecturer,https://orcid.org/0000-0002-7817-0566,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal Resilience and Sustainability Initiative; Climate Change and Society",23,8,0,1,1,0,0,1,0,0,0,0,1,0,4,2,1,0,0
apmazzol,Andre Mazzoleni,faculty,Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering; Energy Collaborative,61,6,0,0,2,0,0,0,16,0,0,0,11,0,3,0,0,0,0
jpkerns,James Kerns,faculty,Professor,https://orcid.org/0000-0002-1980-0126,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Center for Turfgrass Environmental Research and Education,49,26,0,31,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0
xzheng,Xiaoyong Zheng,faculty,Unclassified,,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics,36,9,7,8,8,0,0,0,1,4,4,9,2,0,6,0,0,0,4
drbohnen,DelWayne Bohnenstiehl,faculty,Professor,,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal and Marine Sciences Program; Center for Geospatial Analytics; Coastal Resilience and Sustainability Initiative",90,47,0,1,2,0,0,1,0,0,0,0,5,0,15,52,1,0,0
rseraci,Rudi Seracino,faculty,Paul and Dora Zia Distinguished Professor,https://orcid.org/0000-0003-2821-3633,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Coastal Resilience and Sustainability Initiative",94,3,0,0,0,1,0,0,0,0,0,0,40,4,0,0,0,0,0
sjmcdona,Steve McDonald,faculty,Professor,https://orcid.org/0000-0001-6463-0958,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,46,12,13,0,4,0,9,0,0,10,1,21,0,0,0,0,0,0,0
pdbradfo,Philip Bradford,faculty,Professor,,Wilson College of Textiles,"Textile Engineering, Chemistry and Science","Textile Engineering, Chemistry and Science; Advanced Self Powered Systems of Sensors and Technologies Center",82,20,0,0,9,0,0,1,0,0,1,0,21,0,0,0,0,0,0
gwlucier,Gregory Lucier,faculty,Research Professor and Manager,https://orcid.org/0000-0002-6648-9596,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",36,5,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,0,0
rgolub,Robert Golub,faculty,Professor,https://orcid.org/0000-0001-7881-1207,College of Sciences,Physics,Physics,72,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tghashg,Troy Ghashghaei,faculty,Professor,,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences; Comparative Medicine Institute; Modeling the Living Embryo; Molecular Biomedical Sciences; Center for Human Health and the Environment ; Genetics and Genomics Academy,47,38,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjricha2,Robert Richardson,faculty,Professor,https://orcid.org/0000-0002-1802-8728,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Coastal Resilience and Sustainability Initiative; Center for Turfgrass Environmental Research and Education,50,16,0,14,0,0,0,13,0,0,0,0,0,0,31,18,21,0,0
dlaylor,David Aylor,faculty,Assoc Professor,https://orcid.org/0000-0001-6065-4039,College of Sciences,Biological Sciences,Bioinformatics; Biological Sciences; Genetics and Genomics Academy; Biological Sciences; Toxicology Programs; Biological Sciences; Comparative Medicine Institute; Biological Sciences; Center for Human Health and the Environment ; Bioinformatics Research Center,38,34,0,0,24,0,0,2,0,0,0,0,0,0,0,0,2,0,0
gflist,George List,faculty,Professor,https://orcid.org/0000-0002-7044-1042,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Operations Research",336,29,0,1,4,0,0,0,0,0,0,0,27,0,1,1,1,0,0
mdparker,Matthew Parker,faculty,Professor,,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",66,17,0,0,1,0,0,0,0,0,0,0,0,0,59,1,2,0,0
nrames,Natalie Ames,faculty,Assoc Professor,https://orcid.org/0009-0009-7166-9338,College of Humanities and Social Sciences,Social Work,Social Work,91,0,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,4,0
krwening,Keith Weninger,faculty,Professor,https://orcid.org/0000-0001-9543-4992,College of Sciences,Physics,Physics; Physics; Genetics and Genomics Academy,81,64,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blnowell,Branda Nowell,faculty,Professor,https://orcid.org/0000-0001-9028-311X,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Genetic Engineering and Society; Political Science & Public Administration [in the School of Public and International Affairs]; Coastal Resilience and Sustainability Initiative; Global One Health Academy,49,11,1,2,14,0,0,1,0,0,0,0,1,1,5,0,5,0,0
jtsuji,Jun Ninomiya-Tsuji,faculty,Professor,https://orcid.org/0000-0002-5584-0176,College of Sciences,Biological Sciences,Biological Sciences; Biological Sciences; Toxicology Programs; Comparative Medicine Institute; Biological Sciences; Center for Human Health and the Environment ,112,76,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oaharrys,Ola Lars Harrysson,faculty,Professor,https://orcid.org/0000-0003-1222-6536,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering; Edward P. Fitts Department of Industrial & Systems Engineering; Center for Additive Manufacturing and Logistics,69,22,0,0,15,3,1,0,0,0,22,0,8,2,0,0,0,0,0
canson,Chris Anson,faculty,Distinguished University Professor,https://orcid.org/0000-0002-9799-3111,College of Humanities and Social Sciences,English,English; Communication Rhetoric and Digital Media,317,29,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0
shgreene,Steven Greene,faculty,Professor,https://orcid.org/0000-0003-2569-5307,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs],49,8,0,0,4,0,1,0,0,0,0,14,0,0,1,0,0,0,0
rbarran,Rodolphe Barrangou,faculty,Professor,https://orcid.org/0000-0002-0648-3504,College of Agriculture and Life Sciences,"Food, Bioprocessing, and Nutrition Sciences","Food, Bioprocessing, and Nutrition Sciences; Genetic Engineering and Society; Genetics and Genomics Academy; Food, Bioprocessing, and Nutrition Sciences; Comparative Medicine Institute; Southeast Dairy Foods Research Center; Food, Bioprocessing, and Nutrition Sciences; Food, Bioprocessing, and Nutrition Sciences; Global One Health Academy; Food, Bioprocessing, and Nutrition Sciences; Genetic Engineering and Society Center; N.C. Plant Sciences Initiative; Food, Bioprocessing, and Nutrition Sciences; Bezos Center for Sustainable Protein",254,163,0,2,160,0,0,0,0,0,0,0,0,2,3,0,3,0,0
hzhou,Huiyang Zhou,faculty,Professor,https://orcid.org/0000-0003-2133-0722,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,120,39,0,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0
odvelev,Orlin Velev,faculty,Professor,https://orcid.org/0000-0003-0473-8056,College of Engineering,Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering; Coastal Resilience and Sustainability Initiative; Advanced Self Powered Systems of Sensors and Technologies Center,291,64,0,0,107,0,0,17,3,0,1,0,6,4,12,3,0,0,0
jjpawlak,Joel Pawlak,faculty,Assoc Professor,https://orcid.org/0000-0002-9803-9004,College of Natural Resources,Forest Biomaterials,Forest Biomaterials,94,30,0,4,9,0,0,15,16,0,0,0,7,37,0,7,0,0,0
jabuckel,Jeffrey Buckel,faculty,Professor,https://orcid.org/0009-0002-9409-8864,College of Agriculture and Life Sciences,Applied Ecology,Center for Marine Sciences and Technology; Applied Ecology; Coastal and Marine Sciences Program; Coastal Resilience and Sustainability Initiative,118,50,0,0,0,0,0,0,0,0,0,0,0,0,8,82,72,0,0
jpknelle,James Kneller,faculty,Professor,https://orcid.org/0000-0002-3502-3830,College of Sciences,Physics,Physics,85,50,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
chhaigle,Candace Haigler,faculty,Professor,https://orcid.org/0000-0001-7810-4035,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Crop and Soil Sciences; Genetics and Genomics Academy,120,56,0,28,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0
bmwilli2,Billy Williams,faculty,Director,https://orcid.org/0000-0002-7599-1385,NC State Administration and Offices,Institute for Transportation Research and Education,"Civil, Construction and Environmental Engineering; Institute for Transportation Research and Education",65,6,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
mgferzli,Miriam Ferzli,faculty,Teaching Professor,https://orcid.org/0000-0002-4137-7395,College of Sciences,Biological Sciences,"Science, Technology, Engineering, & Mathematics Education; Biological Sciences",126,3,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0
spbalik,Suzanne Balik,faculty,Asst Teaching Professor,,College of Engineering,Computer Science,Computer Science,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japiedra,Jorge Piedrahita,faculty,Professor,https://orcid.org/0000-0001-9751-3192,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences; Comparative Medicine Institute; Translational Predictive Biology; Genetic Engineering and Society; Molecular Biomedical Sciences; Genetic Engineering and Society Center,136,70,0,1,67,0,9,1,0,0,1,0,0,1,1,0,1,0,0
jcbivins,Jason Bivins,faculty,Professor,,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dslalush,David Lalush,faculty,Assoc Professor,https://orcid.org/0000-0002-7240-929X,College of Engineering,Biomedical Engineering,Statistical Genetics & Bioinformatics; Comparative Medicine Institute; Biomedical Engineering,160,37,0,0,39,0,9,0,0,0,0,0,0,0,0,0,0,0,0
gmkumar,Kumar Mahinthakumar,faculty,Professor,https://orcid.org/0000-0002-9852-1888,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",99,23,0,0,2,0,0,42,1,0,4,0,5,0,7,5,1,0,0
gcmclaug,Gail McLaughlin,faculty,Professor,https://orcid.org/0000-0001-6811-6657,College of Sciences,Physics,Physics,149,106,0,0,0,0,0,0,47,0,3,0,0,0,0,0,0,0,0
sbcraig,Bart Craig,faculty,Director of Graduate Programs & Associate Head,,College of Humanities and Social Sciences,Psychology,Psychology,18,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
